Unnamed: 0,Unnamed: 1,Alliance,Systems,Members,Corps
203.0,,ACME Holding Conglomerate,0,0,0
204.0,,ACME-COR Alliance,0,0,0
205.0,,ACME-DEK,0,0,0
206.0,,acme-indy Alliance,0,0,0
207.0,,Acquisition Of Empire,0,0,0
208.0,,Ad Astra.,0,0,0
209.0,,Ad Astra.,0,0,0
210.0,,AD Research and Development,0,0,0
211.0,,AD Research and Development,0,0,0
212.0,,Adam's Garden,0,0,0
213.0,,adamando conglomerate,0,0,0
214.0,,Adamant Domain,0,0,0
215.0,,Adamant Inc,0,0,0
216.0,,Adamcore nation Alliance,0,0,0
217.0,,Adamcore Nation Empire,0,0,0
218.0,,Adamcore Nation Federation,0,0,0
219.0,,Adaptation.,0,0,0
220.0,,Adaptive Response Team Alliance,0,0,0
221.0,,Addicted To Quack,0,0,0
222.0,,Addicted to Shljivovica Alliance,0,0,0
223.0,,Addicted.,0,0,0
224.0,,Addicted2SpaceShips,0,0,0
225.0,,Ademre,0,0,0
226.0,,Adeptus Arbites,0,0,0
227.0,,Adeptus Comis,0,0,0
228.0,,Adeptus Mechanicus Forge World,0,0,0
229.0,,Adirainia,0,0,0
230.0,,ADOUDEL INDUSTRIES,0,0,0
231.0,,ADPT Nation,0,0,0
232.0,,Adult Children,0,0,0
233.0,,Adult E,0,0,0
234.0,,Adult Entertainment Alliance,0,0,0
235.0,,Adult Video On Sale,0,0,0
236.0,,Advanced Amateurs,0,0,0
237.0,,Advanced Combine of Miners and Explorers,0,0,0
238.0,,Advanced Development Programs,0,0,0
239.0,,Advanced Development Programs,0,0,0
240.0,,Advanced Federation,0,0,0
241.0,,Advanced Operational Node-THIOKOL,0,0,0
242.0,,Advanced Planetology Corporation Alliance,0,0,0
243.0,,Advanced Space Technologies 2013,0,0,0
244.0,,Advanced Vector,0,0,0
245.0,,Adverse Intent,0,0,0
246.0,,Adverse Intent,0,0,0
247.0,,Advocated Destruction,0,0,0
248.0,,AEB Industrial Assembly,0,0,0
249.0,,Aegis Armada,0,0,0
250.0,,Aegis Cartel,0,0,0
251.0,,Aegis Consortium,0,0,0
252.0,,Aegis Defense Force,0,0,0
253.0,,Aegis Directorate,0,0,0
254.0,,Aegis Empire,0,0,0
255.0,,Aegis Federation,0,0,0
256.0,,Aegis Militia,0,0,0
257.0,,Aegis Requiem,0,0,0
258.0,,Aegis Requiem,0,0,0
259.0,,Aegis Solaris,0,0,0
260.0,,AEGIS.,0,0,0
261.0,,Aeman Traders Union,0,0,0
262.0,,Aeon Empire,0,0,0
263.0,,Aeon Federation.,0,0,0
264.0,,Aeon Group Enterprises,0,0,0
265.0,,Aeon Industrial Alliance,0,0,0
266.0,,Aeon Sequence,0,0,0
267.0,,Aequilibrium,0,0,0
268.0,,AEQUINOCTIUM,0,0,0
269.0,,Aequitas Imperium,0,0,0
270.0,,Aequitas Infinitas,0,0,0
271.0,,AEQUITAS.,0,0,0
272.0,,aero alliance,0,0,0
273.0,,Aesir Armada,0,0,0
274.0,,Aesir Empire,0,0,0
275.0,,Aesir'Vanir,0,0,0
276.0,,Aeternum Requiem Alliance,0,0,0
277.0,,Aeternus Industria Alliance,0,0,0
278.0,,Aeternus.,0,0,0
279.0,,Affinity QA Corp Alliance,0,0,0
280.0,,Affinity Trust,0,0,0
281.0,,AffinityTester Corp Alliance,0,0,0
282.0,,AffinityTester Corp Alliance,0,0,0
283.0,,Affliction Alliance,0,0,0
284.0,,After Life Alliance,0,0,0
285.0,,Aftermath Alliance,0,0,0
286.0,,Aftermath Coalition,0,0,0
287.0,,Afterthought.,0,0,0
288.0,,Against All 0dds,0,0,0
289.0,,Against ALL Anomalies,0,0,0
290.0,,Against ALL Signatures,0,0,0
291.0,,Against Your Will,0,0,0
292.0,,Againts All 0dds,0,0,0
293.0,,AGB Collective,0,0,0
294.0,,Age of Enlightenment,0,0,0
295.0,,Aggravated Assault..,0,0,0
296.0,,Aggression.,0,0,0
297.0,,Aggression.,0,0,0
298.0,,Aggressive Dissonance,0,0,0
299.0,,Aggressive Exploration Alliance,0,0,0
300.0,,Aggressive Exploration Holding Alliance,0,0,0
301.0,,Aggressive Recycling Organization.,0,0,0
302.0,,Aggressive Therapy,0,0,0
303.0,,Aggressively Average,0,0,0
304.0,,Agony Empire,0,0,0
305.0,,Agression.,0,0,0
306.0,,AhForgetIt Tendency,0,0,0
307.0,,AHTUpod,0,0,0
308.0,,Ai Stardust,0,0,0
309.0,,AIG Defense Consortium,0,0,0
310.0,,Aightgenossen,0,0,0
311.0,,AII ShaII Perish,0,0,0
312.0,,Aionia Diadohi,0,0,0
313.0,,Airlock Alliance,0,0,0
314.0,,Airship Resources and Special Services Alliance,0,0,0
315.0,,AIRSTRIKE.,0,0,0
316.0,,AJAX Research Syndicate,0,0,0
317.0,,AKA-AHN KINGDOM,0,0,0
318.0,,AKEGATA CONSORTIUM 418,0,0,0
319.0,,Akihabara Denki Gai,0,0,0
320.0,,AKINA mountain,0,0,0
321.0,,Akirah Alliance,0,0,0
322.0,,Aktaeon Conglomerate,0,0,0
323.0,,Alabama Technology Incorporated Alliance,0,0,0
324.0,,Alabaster Assholes,0,0,0
325.0,,ALAYS ALLIANCE,0,0,0
326.0,,ALAYS Reloaded,0,0,0
327.0,,Alchemy Vengeance Inc.,0,0,0
328.0,,Alchoholics Of Spamalot,0,0,0
329.0,,Alcohaulocost,0,0,0
330.0,,Alcoholics Anonym0us,0,0,0
331.0,,AlderTrans Mining Federation,0,0,0
332.0,,Alektorophobia,0,0,0
333.0,,Alenia Alliance,0,0,0
334.0,,Alerion Alliance,0,0,0
335.0,,Alianza Dogma,0,0,0
336.0,,Alianza Hispana,0,0,0
337.0,,Alien Vampires.,0,0,0
338.0,,Align Out.,0,0,0
339.0,,Aligned Corporate Treaty,0,0,0
340.0,,ALL DAY KILL,0,0,0
341.0,,ALL DAY KILL,0,0,0
342.0,,ALL HAIL SUICIDE,0,0,0
343.0,,All Hands On Booti,0,0,0
344.0,,All Paths Lead to Anoikis,0,0,0
345.0,,All Rights Reserved,0,0,0
346.0,,All-Star Syndicate,0,0,0
347.0,,Allegiance 2 None,0,0,0
348.0,,Alliance Command Evo,0,0,0
349.0,,Alliance Name Already Taken,0,0,0
350.0,,Alliance New Eden Empire,0,0,0
351.0,,Alliance New Eden Empire,0,0,0
352.0,,Alliance not Found,0,0,0
353.0,,Alliance of Abandoned Cybernetic Rejects,0,0,0
354.0,,Alliance of Awakened Nations,0,0,0
355.0,,Alliance of Awesome,0,0,0
356.0,,Alliance of Babylon 5,0,0,0
357.0,,Alliance of Deep Thought,0,0,0
358.0,,Alliance of Free Pilots,0,0,0
359.0,,Alliance of Friendly Corporations,0,0,0
360.0,,Alliance of Independent Colonies,0,0,0
361.0,,Alliance of Independent Corporations,0,0,0
362.0,,Alliance of Independent Corporations,0,0,0
363.0,,Alliance of the Free Stars,0,0,0
364.0,,Alliance of the Invisible Hand,0,0,0
365.0,,Alliance of Twilights,0,0,0
366.0,,Alliance of Twilights,0,0,0
367.0,,Alliance of United Systems,0,0,0
368.0,,Alliance of Veterans,0,0,0
369.0,,Alliance Support Unit,0,0,0
370.0,,ALLIANCE UNKNOWN,0,0,0
371.0,,ALLIANCE UNKNOWN,0,0,0
372.0,,ALLIANCE UNKNOWN,0,0,0
373.0,,Allianz Albidus Corvus,0,0,0
374.0,,Allianz Catch me if you can,0,0,0
375.0,,Allianz fuer Alianzlose,0,0,0
376.0,,Allianz ohne Namen,0,0,0
377.0,,Allianz Scheis. auf den Namen,0,0,0
378.0,,Allianz United German Empire,0,0,0
379.0,,Allied - Maniacs,0,0,0
380.0,,ALLIED ASSET RELOCATION,0,0,0
381.0,,Allied Comrades Eternal,0,0,0
382.0,,Allied Corporate Enterprises,0,0,0
383.0,,Allied Essence Galactic Industrial Services,0,0,0
384.0,,Allied German Research Organisation,0,0,0
385.0,,Allied Industrial Alliance,0,0,0
386.0,,Allied Industrial Group,0,0,0
387.0,,Allied Industries,0,0,0
388.0,,Allied Production Exchange,0,0,0
389.0,,Allied Saxony,0,0,0
390.0,,Allied Technologies,0,0,0
391.0,,Allied Traders,0,0,0
392.0,,Allied Union of Secured Space,0,0,0
393.0,,Allies with None,0,0,0
394.0,,AllSechnaya Sholupen,0,0,0
395.0,,Almost Awesome.,0,0,0
396.0,,Almost Awesome.,0,0,0
397.0,,Almost Motivated,0,0,0
398.0,,Almost Overkill,0,0,0
399.0,,Almost Potatoes of Fear Alliance,0,0,0
400.0,,Almost Underdogs,0,0,0
401.0,,ALPHA DOMINATE,0,0,0
402.0,,Alpha Draconis,0,0,0
403.0,,Alpha Intergalactic Mythogenesis,0,0,0
404.0,,Alpha Intergalactic Mythogenesis,0,0,0
405.0,,Alpha Project.,0,0,0
406.0,,Alpha Security Forces,0,0,0
407.0,,Alpha Tauri,0,0,0
408.0,,Alpha Volley Union,0,0,0
409.0,,Alpha Wolf Pack,0,0,0
410.0,,ALPHA-0MEGA,0,0,0
411.0,,Already Disbanded,0,0,0
412.0,,Already Disbanded,0,0,0
413.0,,Already Disbanded,0,0,0
414.0,,Already Evicted,0,0,0
415.0,,ALT.F4,0,0,0
416.0,,Altair-Zaniah Ventures,0,0,0
417.0,,Altay Corp Alliance,0,0,0
418.0,,Altered Carbon Exec.,0,0,0
419.0,,Alternate Enterprises,0,0,0
420.0,,Alternate Intentions,0,0,0
421.0,,Alternate Mining Alliance,0,0,0
422.0,,Alternative Realities,0,0,0
423.0,,Altogether Inadequate,0,0,0
424.0,,Alts of Legion,0,0,0
425.0,,AltSechnaya Sholupen,0,0,0
426.0,,Altswarm Federation,0,0,0
427.0,,Alvestrasza AG,0,0,0
428.0,,Alwar Alliance,0,0,0
429.0,,Always Destructive Decisions,0,0,0
430.0,,Am Freiceadan Dubh,0,0,0
431.0,,AM Kado Corporation Alliance,0,0,0
432.0,,Amammake ReLoaded,0,0,0
433.0,,Amare Brand PLC,0,0,0
434.0,,Amarr Builders Consortium,0,0,0
435.0,,Amarr Locals Alliance,0,0,0
436.0,,Amarr Militia Coalition,0,0,0
437.0,,Amarr Navy.,0,0,0
438.0,,Amarr NPE Corp Alliance,0,0,0
439.0,,Amarr Prime industries,0,0,0
440.0,,Amarr Separatist Alliance,0,0,0
441.0,,Amarr Separatist Crusade,0,0,0
442.0,,AMARR UNITED,0,0,0
443.0,,Amarr-Caldari Mercantile Exchange,0,0,0
444.0,,Amarrian Commandos,0,0,0
445.0,,Amarrian Confederation,0,0,0
446.0,,Amarrian Heavy Industries Megacorp,0,0,0
447.0,,Amarrian Infinity Alliance,0,0,0
448.0,,Amarrian Interstellar Management,0,0,0
449.0,,Amarrian Kingdom,0,0,0
450.0,,Amarrian Law Consortium,0,0,0
451.0,,Amarrian State,0,0,0
452.0,,Amarrian Volunteer Defence Alliance,0,0,0
453.0,,Amaryllis Belladonna Lilies,0,0,0
454.0,,Amaryllis Belladonna Lilies,0,0,0
455.0,,Amazing Corp Name Alliance,0,0,0
456.0,,Amber Star Empire,0,0,0
457.0,,Amenaza Inminente,0,0,0
458.0,,Americorp Consortium,0,0,0
459.0,,Americorp Industrial Alliance,0,0,0
460.0,,Americorp Industrial Alliance,0,0,0
461.0,,Amici Noctis,0,0,0
462.0,,Amicitia,0,0,0
463.0,,Ammatar Defence Syndicate,0,0,0
464.0,,Ammyerda,0,0,0
465.0,,Amnesia.,0,0,0
466.0,,AMNU CORP,0,0,0
467.0,,Amplified.,0,0,0
468.0,,Amster Viels,0,0,0
469.0,,Amygnon Alligantia,0,0,0
470.0,,An accident,0,0,0
471.0,,An Almost Professional Alliance,0,0,0
472.0,,An Cion Mythic,0,0,0
473.0,,An Inconvenient Alliance,0,0,0
474.0,,Anadaza Consortium,0,0,0
475.0,,Analogue Unlimted Engineering,0,0,0
476.0,,Analysis of Variance,0,0,0
477.0,,Analysis Of Variance Alliance,0,0,0
478.0,,Analysis of Variance Divine,0,0,0
479.0,,Anarchist Convergence,0,0,0
480.0,,Anarchistic Tendencies,0,0,0
481.0,,Anarchistische Kollektive 47,0,0,0
482.0,,Anarchistisches Kollektive 47,0,0,0
483.0,,Anarchy - mother of order.,0,0,0
484.0,,Anarchy And Discord,0,0,0
485.0,,Anarchy Elite,0,0,0
486.0,,Anarchy Empire,0,0,0
487.0,,Anarchy Empire,0,0,0
488.0,,ANARCHY UNLIM1TED,0,0,0
489.0,,Anarchy Unlimited,0,0,0
490.0,,Anarchy. Academy,0,0,0
491.0,,AnCap United,0,0,0
492.0,,Ancient Adversaries,0,0,0
493.0,,Ancient Atlantis Alliance,0,0,0
494.0,,Ancient Industries Collective,0,0,0
495.0,,Ancient Killers,0,0,0
496.0,,Ancient Legendary Overseers,0,0,0
497.0,,Ancient Legendary Overseers,0,0,0
498.0,,Ancient Wing Cartel,0,0,0
499.0,,and the Super Friends,0,0,0
500.0,,Andorian Mining Consortium,0,0,0
501.0,,Andrea Blue Alliance FR,0,0,0
502.0,,Andromeda-Alliance,0,0,0
503.0,,Andven's Flying Circus,0,0,0
504.0,,Angel Causalities Demolition Crew,0,0,0
505.0,,Angel Sanctuary.,0,0,0
506.0,,Angel Swarm Federation,0,0,0
507.0,,Angel Swarm Federation,0,0,0
508.0,,Angel Syndicate,0,0,0
509.0,,Angel's Charlys,0,0,0
510.0,,Angelcynn.,0,0,0
511.0,,Angeli Mortis,0,0,0
512.0,,Angels and Artillery,0,0,0
513.0,,Angels From Dark inc Alliance,0,0,0
514.0,,Angels Of Discord,0,0,0
515.0,,Angels of Immortal Blood,0,0,0
516.0,,Angels of RevivaL,0,0,0
517.0,,Angels of Sanguine Sodomy,0,0,0
518.0,,Angels xXRevivaLXx,0,0,0
519.0,,Angelus Errere - Where angels lose their way,0,0,0
520.0,,Anger Management.,0,0,0
521.0,,Angha Inc.,0,0,0
522.0,,Anglo Alliance,0,0,0
523.0,,Angry Bunnies,0,0,0
524.0,,Angry Dogs,0,0,0
525.0,,Angry Drones,0,0,0
526.0,,Angry Furries Brotherhood,0,0,0
527.0,,Angry Lobsters,0,0,0
528.0,,Angry Raccoons,0,0,0
529.0,,Angry Raccoons,0,0,0
530.0,,Angry Raccoons,0,0,0
531.0,,Ani Cartel,0,0,0
532.0,,Animal Farm.,0,0,0
533.0,,Animal Farms,0,0,0
534.0,,Animal.,0,0,0
535.0,,Anime Empire.,0,0,0
536.0,,Animosity Conclave,0,0,0
537.0,,Animu Waifu,0,0,0
538.0,,Animus Tempestae Alliance,0,0,0
539.0,,AnitGoons Alliance,0,0,0
540.0,,Anna solo play Alliance,0,0,0
541.0,,Annelid Explorations Inc.,0,0,0
542.0,,ANNEXIUM,0,0,0
543.0,,Annwn Matari,0,0,0
544.0,,Anoikis Mercenary Coalition,0,0,0
545.0,,Anoikis Ronin,0,0,0
546.0,,Anomalies United,0,0,0
547.0,,Anomalous Intentions,0,0,0
548.0,,Anonymous Alliance,0,0,0
549.0,,Anonymous Alliance,0,0,0
550.0,,Anonymous Empire,0,0,0
551.0,,Anonymous Killing Association,0,0,0
552.0,,Anonymous Paranoia,0,0,0
553.0,,aNother Shell Corporation Alliance,0,0,0
554.0,,Another Sleepy Hollow Inc Alliance,0,0,0
555.0,,Another Space,0,0,0
556.0,,Ansari iX,0,0,0
557.0,,Ansiflex,0,0,0
558.0,,Antaeus Combine,0,0,0
559.0,,Antagonistic Assembly,0,0,0
560.0,,Antagonistic Bloodthirsty Cutthroats,0,0,0
561.0,,Antares Federation,0,0,0
562.0,,Antares Republic,0,0,0
563.0,,Antares-Majoris Coalition,0,0,0
564.0,,Antares-Majoris Coalition,0,0,0
565.0,,ANTHRAX DEATH,0,0,0
566.0,,Anti Band of Brothers,0,0,0
567.0,,Anti Krab Coalition,0,0,0
568.0,,Anti Super Capital Movement,0,0,0
569.0,,Anti Super Capital Movement,0,0,0
570.0,,Anti Supercapital Movement,0,0,0
571.0,,Anti-Pirate Coalition,0,0,0
572.0,,Anti-Social Club,0,0,0
573.0,,Anti-Social Misfits,0,0,0
574.0,,Anti-Social Outcast,0,0,0
575.0,,Anti-War Campaign,0,0,0
576.0,,Anti-War Campaign,0,0,0
577.0,,Antics Anonymous,0,0,0
578.0,,Antisocial Behaviour,0,0,0
579.0,,Antisocial.,0,0,0
580.0,,Antisocial.,0,0,0
581.0,,Antisocial.,0,0,0
582.0,,Antisocial.,0,0,0
583.0,,AntiWar Coalition,0,0,0
584.0,,Antykythera Mechanism,0,0,0
585.0,,Anubis Shadow SQUAD,0,0,0
586.0,,Anun Mining Corp Alliance,0,0,0
587.0,,Anuran Origin,0,0,0
588.0,,Anvil Industries,0,0,0
589.0,,Anvil.,0,0,0
590.0,,ANX.I.ETY,0,0,0
591.0,,Any Hoal Is A Goal,0,0,0
592.0,,ANZUS,0,0,0
593.0,,Aoba Alliance,0,0,0
594.0,,Aoba Alliance,0,0,0
595.0,,Apache.,0,0,0
596.0,,Aperture Science Initiative,0,0,0
597.0,,APEX Conglomerate,0,0,0
598.0,,Apex Feeders,0,0,0
599.0,,Apex United,0,0,0
600.0,,Apex.,0,0,0
601.0,,Aphelion.,0,0,0
602.0,,Apoapsis Multiversal Consortium,0,0,0
603.0,,Apocalypse Now Alliance,0,0,0
604.0,,Apocalypse Project,0,0,0
605.0,,Apocalyptic Legion.,0,0,0
606.0,,Apocalyptica.,0,0,0
607.0,,Apocrypha Alliance,0,0,0
608.0,,Apology Accepted,0,0,0
609.0,,Apotheosis of Virtue,0,0,0
610.0,,Apparitio Tacitus,0,0,0
611.0,,Appetite 4 Destruction.,0,0,0
612.0,,Applied Integrated Enterprises in Space,0,0,0
613.0,,Applied Mechanics,0,0,0
614.0,,Apply Directly to the Forehead,0,0,0
615.0,,AquariusArt Alliance,0,0,0
616.0,,Aquila Societatem,0,0,0
617.0,,Arakasi's Two Suns,0,0,0
618.0,,Aranir Citizens,0,0,0
619.0,,Arbeitaholics Anonymous,0,0,0
620.0,,Arc Federation,0,0,0
621.0,,Arc Inc.,0,0,0
622.0,,Arcadian Dawn,0,0,0
623.0,,Arcadium Academy,0,0,0
624.0,,Arcane Alliance,0,0,0
625.0,,Arcane Confederacy,0,0,0
626.0,,Archaean Cooperative,0,0,0
627.0,,Archaean Cooperative,0,0,0
628.0,,Archaean Cooperative,0,0,0
629.0,,Archetype Coalition,0,0,0
630.0,,Architects of Brutality,0,0,0
631.0,,Arcis Patriae Tyranni,0,0,0
632.0,,Arclight Alliance,0,0,0
633.0,,Arclight Consolidated,0,0,0
634.0,,Arcos Alliance,0,0,0
635.0,,Arcsylver Mining Alliance,0,0,0
636.0,,Arctic Empire,0,0,0
637.0,,Arctic Evolution,0,0,0
638.0,,Are We the Bad Guys,0,0,0
639.0,,Area of Impact,0,0,0
640.0,,Arekin Syndicate,0,0,0
641.0,,ARES Citizen,0,0,0
642.0,,Arete Consortium,0,0,0
643.0,,Areva S.A. Alliance,0,0,0
644.0,,Argon Federation,0,0,0
645.0,,Argos council,0,0,0
646.0,,Arian Dingxin,0,0,0
647.0,,Arian Federation,0,0,0
648.0,,Arishas MOONPIRE,0,0,0
649.0,,Aristocratic Bastards,0,0,0
650.0,,ArK Alliance,0,0,0
651.0,,ARK Alliance,0,0,0
652.0,,Ark of the Covenant,0,0,0
653.0,,ARK.,0,0,0
654.0,,Arkai Confederation,0,0,0
655.0,,Arkai Imperial,0,0,0
